Geo Point;Geo Shape;gares_id;nom_long;nom;nom_sous;nom_sur;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;num_mod;mode;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;indice_lig;res_com;exploitant;idf;principal;x;y;picto ligne;nom_iv
48.93445554414068, 2.3456043781962905;"{""coordinates"": [2.345604378196291, 48.93445554414068], ""type"": ""Point""}";815.0;Saint-Denis;Saint-Denis;;;72323.0;Saint-Denis;412743.0;Saint-Denis;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1.0;1.0;652056.8408999965;6870696.407200001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Saint-Denis
48.96358968395257, 2.285930718208942;"{""coordinates"": [2.285930718208942, 48.96358968395257], ""type"": ""Point""}";821.0;Saint-Gratien;Saint-Gratien;;;65305.0;Saint-Gratien;43201.0;Saint-Gratien;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;647714.3659999967;6873974.0035;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Gratien
48.382689434085286, 2.816578770848898;"{""coordinates"": [2.816578770848898, 48.382689434085286], ""type"": ""Point""}";824.0;Saint-Mammès;Saint-Mammès;;;61423.0;Saint-Mammès;47953.0;Saint-Mammès;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;1.0;0.0;686419.3266000003;6809170.189300001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;Saint-Mammès
48.6760924330445, 2.386783798391593;"{""coordinates"": [2.386783798391593, 48.6760924330445], ""type"": ""Point""}";917.0;Viry-Châtillon;Viry-Châtillon;;;60981.0;Viry-Châtillon;43225.0;Viry-Châtillon;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1.0;0.0;654850.624499999;6841945.658300001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Viry-Châtillon
48.758836162791056, 2.193014615252485;"{""coordinates"": [2.193014615252485, 48.758836162791056], ""type"": ""Point""}";874.0;Vauboyen;Vauboyen;;;63454.0;Vauboyen;43215.0;Gare de Vauboyen;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;640678.4010000005;6851273.0425;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Vauboyen
49.00811401682239, 2.680252455973217;"{""coordinates"": [2.680252455973217, 49.00811401682239], ""type"": ""Point""}";852.0;Thieux-Nantouillet;Thieux-Nantouillet;;;69196.0;Thieux - Nantouillet;47960.0;Thieux - Nantouillet;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02175;C01738;TRAIN K;K;TRAIN K;SNCF;1.0;0.0;676607.2167000026;6878736.424899999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/cf0e0e961ab19271dd0a5e79cece251d;Thieux-Nantouillet
48.839645516342166, 2.6551300866413143;"{""coordinates"": [2.655130086641314, 48.839645516342166], ""type"": ""Point""}";856.0;Torcy;Torcy;;;68129.0;Torcy;43207.0;Torcy;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1.0;0.0;674687.4504000023;6860010.3257;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Torcy
48.981071909167845, 2.0059308930685598;"{""coordinates"": [2.00593089306856, 48.981071909167845], ""type"": ""Point""}";859.0;Triel-sur-Seine;Triel-sur-Seine;;;463843.0;Triel-sur-Seine;46926.0;Triel-sur-Seine;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1.0;0.0;627237.6030000001;6876139.7454;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Triel-sur-Seine
48.87520826453394, 2.6375907171679747;"{""coordinates"": [2.637590717167975, 48.87520826453394], ""type"": ""Point""}";866.0;Vaires-Torcy;Vaires-Torcy;;;68419.0;Vaires - Torcy;43211.0;Vaires - Torcy;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01844;C01730;TRAIN P;P;TRAIN P;SNCF;1.0;0.0;673418.2646000013;6863970.452799998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;Vaires-Torcy
48.85426899271456, 2.489167460948015;"{""coordinates"": [2.489167460948015, 48.85426899271456], ""type"": ""Point""}";868.0;Val de Fontenay;Val de Fontenay;;;71718.0;Val de Fontenay;47900.0;Val de Fontenay;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01843;C01729;RER E;E;RER E;SNCF;1.0;1.0;662516.8893999979;6861702.3379999995;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;Val de Fontenay
48.73063829196751, 2.446226445438707;"{""coordinates"": [2.446226445438707, 48.73063829196751], ""type"": ""Point""}";901.0;Villeneuve-Saint-Georges;Villeneuve-Saint-Georges;;;69568.0;Villeneuve-Saint-Georges;45067.0;Villeneuve-Saint-Georges;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1.0;0.0;659269.6731000021;6847977.581599999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Villeneuve-Saint-Georges
48.96270951237985, 2.5126446278196135;"{""coordinates"": [2.512644627819614, 48.96270951237985], ""type"": ""Point""}";905.0;Villepinte;Villepinte;;;73547.0;Villepinte;58793.0;Villepinte;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;SNCF;1.0;0.0;664313.9648000002;6873749.835499998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Villepinte
48.89658112769464, 2.3738190054032122;"{""coordinates"": [2.373819005403212, 48.89658112769464], ""type"": ""Point""}";1196.0;Rosa Parks;Rosa Parks;;;73798.0;Rosa Parks;58498.0;Rosa Parks;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01843;C01729;RER E;E;RER E;SNCF;1.0;1.0;654090.4936000034;6866468.105900001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;Rosa Parks
48.82723877448862, 2.200721257947835;"{""coordinates"": [2.200721257947835, 48.82723877448862], ""type"": ""Point""}";1198.0;Sèvres-Ville-d'Avray;Sèvres-Ville-d'Avray;;;70686.0;Sèvres - Ville-d'Avray;47767.0;Sèvres - Ville-d'Avray;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01855;C01741;TRAIN U;U;TRAIN U;SNCF;1.0;0.0;641321.8823999986;6858872.4901;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/ad17c1cb67aaae07b61e7288ce4008c8;Sèvres-Ville-d'Avray
48.894168385291216, 2.315599220546768;"{""coordinates"": [2.315599220546768, 48.894168385291216], ""type"": ""Point""}";688.0;Porte de Clichy;Porte de Clichy;;;71545.0;Porte de Clichy;44514.0;Porte de Clichy;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;649819.7897000015;6866235.2447;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Porte de Clichy
48.85105028139347, 2.344273345421352;"{""coordinates"": [2.344273345421352, 48.85105028139347], ""type"": ""Point""}";192.0;Cluny-La Sorbonne;Cluny-La Sorbonne;;;73620.0;Cluny La Sorbonne;44877.0;Saint-Michel Notre-Dame;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;C01380;METRO 10;10;METRO 10;RATP;1.0;0.0;651882.3096999973;6861422.981899999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Cluny-La Sorbonne
49.01000186523067, 2.5605588439018767;"{""coordinates"": [2.560558843901877, 49.01000186523067], ""type"": ""Point""}";1003.0;Terminal 3 - Roissypole;Terminal 3 - Roissypole;;;73596.0;Aéroport CDG 1 (Terminal 3);462398.0;Aéroport CDG 1 (Terminal 3) - RER;0.0;VAL;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0;0;0;0;0;0;0;A01516;C00563;CDGVAL;CDG;CDGVAL;Transdev;1.0;0.0;667851.6586999968;6878988.4668999985;;Terminal 3 - Roissypole
48.75494652461008, 2.3009868557349513;"{""coordinates"": [2.300986855734951, 48.75494652461008], ""type"": ""Point""}";20.0;Antony;Antony;Orly;;69759.0;Antony;43066.0;Antony;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1.0;1.0;648611.4025000036;6850764.8999999985;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Antony
48.82888069985658, 2.37769700026936;"{""coordinates"": [2.37769700026936, 48.82888069985658], ""type"": ""Point""}";71.0;Bibliothèque François Mitterrand;Bibliothèque François Mitterrand;;;71572.0;Bibliothèque François Mitterrand Emile Durkheim;45301.0;Bibliothèque François Mitterrand;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;654315.4818999991;6858938.0999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Bibliothèque François Mitterrand
48.84413934893219, 2.3732599767106453;"{""coordinates"": [2.373259976710645, 48.84413934893219], ""type"": ""Point""}";306.0;Gare de Lyon;Gare de Lyon;;;73626.0;Gare de Lyon;470195.0;Gare de Lyon;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1.0;1.0;654003.2243999988;6860637.277800001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Gare de Lyon
48.881759488231914, 2.357570193470877;"{""coordinates"": [2.357570193470877, 48.881759488231914], ""type"": ""Point""}";309.0;Gare du Nord;Gare du Nord;;;478733.0;Gare du Nord;58572.0;Magenta;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;SNCF;1.0;1.0;652885.8017999977;6864829.589200001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Gare du Nord
48.86288480363415, 2.3125135549259594;"{""coordinates"": [2.312513554925959, 48.86288480363415], ""type"": ""Point""}";361.0;Invalides;Invalides;;;71274.0;Invalides;470540.0;Invalides;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;649563.2682000026;6862758.694600001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Invalides
48.88604139899566, 2.2992791023806434;"{""coordinates"": [2.299279102380643, 48.88604139899566], ""type"": ""Point""}";632.0;Pereire-Levallois;Pereire-Levallois;;;71453.0;Péreire;44314.0;Péreire Levallois;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;648615.2114999965;6865342.067499999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Pereire-Levallois
48.87790843723929, 2.2844312199167676;"{""coordinates"": [2.284431219916768, 48.87790843723929], ""type"": ""Point""}";590.0;Neuilly Porte Maillot;Neuilly Porte Maillot;Palais des Congrès;;71379.0;Porte Maillot;415093.0;Neuilly Porte Maillot;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;647518.2308000028;6864447.503699999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Neuilly Porte Maillot
48.84350923852739, 2.6166786246946026;"{""coordinates"": [2.616678624694603, 48.84350923852739], ""type"": ""Point""}";596.0;Noisiel;Noisiel;;;68153.0;Noisiel;44199.0;Noisiel;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1.0;0.0;671867.3202999979;6860452.954799999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Noisiel
48.5509266793814, 2.1249373835377647;"{""coordinates"": [2.124937383537765, 48.5509266793814], ""type"": ""Point""}";811.0;Saint-Chéron;Saint-Chéron;;;59882.0;Saint-Chéron;47952.0;Saint-Chéron;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;635418.0825000033;6828213.302200001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Chéron
48.85409607734223, 2.488696465799935;"{""coordinates"": [2.488696465799935, 48.85409607734223], ""type"": ""Point""}";869.0;Val de Fontenay;Val de Fontenay;;;71718.0;Val de Fontenay;47900.0;Val de Fontenay;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1.0;1.0;662482.2053999975;6861683.334800001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Val de Fontenay
48.744500701229676, 2.4386683407782264;"{""coordinates"": [2.438668340778226, 48.744500701229676], ""type"": ""Point""}";902.0;Villeneuve-Triage;Villeneuve-Triage;;;69671.0;Villeneuve Triage;46304.0;Villeneuve Triage;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1.0;0.0;658724.7365000024;6849522.736900002;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Villeneuve-Triage
48.72964735492885, 2.360013412858125;"{""coordinates"": [2.360013412858125, 48.72964735492885], ""type"": ""Point""}";8.0;Orly 1-2-3;Orly 1-2-3;;;63284.0;Aéroport Orly 1-2-3 (Terminal Ouest);42164.0;Aéroport Orly 1-2-3;0.0;VAL;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0;0;0;0;0;0;0;A01551;C01388;ORLYVAL;ORL;ORLYVAL;RATP Dev;1.0;0.0;652927.8972000033;6847915.342099998;;Orly 1-2-3
49.038762043832925, 1.5815321023350186;"{""coordinates"": [1.581532102335019, 49.038762043832925], ""type"": ""Point""}";92.0;Bonnières;Bonnières;;;66741.0;Bonnières;46984.0;Bonnières;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;NR;NR;TRAIN J;J;TRAIN J;SNCF;1.0;0.0;596291.1765000001;6883029.0254999995;;Bonnières
48.85425170257195, 2.1321324452511017;"{""coordinates"": [2.132132445251102, 48.85425170257195], ""type"": ""Point""}";96.0;Bougival;Bougival;;;64301.0;Bougival;47790.0;Bougival;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1.0;0.0;636319.7216000035;6861929.125;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;Bougival
49.15512735961309, 2.3248275129679965;"{""coordinates"": [2.324827512967997, 49.15512735961309], ""type"": ""Point""}";115.0;Bruyères-sur-Oise;Bruyères-sur-Oise;;;67325.0;Bruyères-sur-Oise;47533.0;Bruyères-sur-Oise;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1.0;0.0;650744.5407999977;6895250.243900001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Bruyères-sur-Oise
49.047876202448634, 2.0109997600036325;"{""coordinates"": [2.010999760003632, 49.047876202448634], ""type"": ""Point""}";128.0;Cergy Le Haut;Cergy Le Haut;;;66834.0;Cergy le Haut;43104.0;Cergy le Haut;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;RER A;0;0;0;0;A01856;C01742;RER A;A;RER A;SNCF;1.0;1.0;627701.6572000012;6883563.894099999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Cergy Le Haut
48.856457210620924, 2.2898035182585006;"{""coordinates"": [2.289803518258501, 48.856457210620924], ""type"": ""Point""}";141.0;Champ de Mars;Champ de Mars;Tour Eiffel;;73844.0;Champ de Mars Tour Eiffel;58757.0;Champ de Mars Tour Eiffel;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;647890.7858999968;6862058.750700001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Champ de Mars
48.64848911166573, 2.4353305301813046;"{""coordinates"": [2.435330530181305, 48.64848911166573], ""type"": ""Point""}";334.0;Grand-Bourg;Grand-Bourg;;;73627.0;Grand Bourg;45860.0;Grand Bourg;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1.0;0.0;658402.9742000028;6838850.2443;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Grand-Bourg
48.654849334508775, 2.39678350341544;"{""coordinates"": [2.39678350341544, 48.654849334508775], ""type"": ""Point""}";337.0;Grigny-Centre;Grigny-Centre;;;60797.0;Grigny Centre;43132.0;Grigny Centre;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1.0;0.0;655568.8183000013;6839578.3224;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Grigny-Centre
48.81934396168568, 2.257893897515079;"{""coordinates"": [2.257893897515079, 48.81934396168568], ""type"": ""Point""}";366.0;Issy;Issy;;;70612.0;Issy;43084.0;Issy;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;645510.7668000013;6857953.7249;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Issy
48.68956725604334, 2.383833358799739;"{""coordinates"": [2.383833358799739, 48.68956725604334], ""type"": ""Point""}";387.0;Juvisy;Juvisy;;;478505.0;Juvisy;45739.0;Juvisy;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1.0;1.0;654645.0864000022;6843445.409600001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Juvisy
48.89218707552876, 2.237018056395013;"{""coordinates"": [2.237018056395013, 48.89218707552876], ""type"": ""Point""}";394.0;La Défense;La Défense;Grande Arche;;71517.0;La Défense (Grande Arche);470549.0;La Défense;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1.0;1.0;644056.2663000003;6866067.740600001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;La Défense
49.0141336840626, 2.078306591409993;"{""coordinates"": [2.078306591409993, 49.0141336840626], ""type"": ""Point""}";940.0;Neuville Université;Neuville Université;;;66436.0;Neuville Université;47879.0;Neuville Université;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1.0;0.0;632577.9184999987;6879752.012899999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;Neuville Université
48.80594060487385, 2.1529930703695093;"{""coordinates"": [2.152993070369509, 48.80594060487385], ""type"": ""Point""}";566.0;Montreuil;Montreuil;;;63989.0;Montreuil;43167.0;Montreuil;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1.0;0.0;637792.7016000003;6856540.987199999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;Montreuil
48.88822016184388, 2.3137324515202717;"{""coordinates"": [2.313732451520272, 48.88822016184388], ""type"": ""Point""}";665.0;Pont-Cardinet;Pont-Cardinet;;;71475.0;Pont Cardinet;45493.0;Pont Cardinet;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1.0;0.0;649677.173299998;6865575.024099998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;Pont-Cardinet
48.880922005750726, 2.356328543670162;"{""coordinates"": [2.356328543670162, 48.880922005750726], ""type"": ""Point""}";328.0;Gare du Nord;Gare du Nord;;;71410.0;Gare du Nord;462394.0;Gare du Nord;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;TRAIN H;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1.0;1.0;652793.9852000028;6864737.207899999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Gare du Nord
48.77126603720006, 2.4353063397063224;"{""coordinates"": [2.435306339706322, 48.77126603720006], ""type"": ""Point""}";1159.0;Créteil Pompadour;Créteil Pompadour;;;69950.0;Créteil Pompadour;46286.0;Créteil Pompadour;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1.0;0.0;658498.811300002;6852500.3354;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Créteil Pompadour
48.87979369319552, 2.355791907531139;"{""coordinates"": [2.355791907531139, 48.87979369319552], ""type"": ""Point""}";318.0;Gare du Nord;Gare du Nord;;;71359.0;Gare du Nord;470519.0;Gare de l'Est;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;C01374;METRO 4;4;METRO 4;RATP;1.0;1.0;652753.6062999964;6864612.067600001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Gare du Nord
48.895915835282295, 2.4603300695194394;"{""coordinates"": [2.460330069519439, 48.895915835282295], ""type"": ""Point""}";973.0;Noisy-le-Sec;Noisy-le-Sec;;;72041.0;Noisy-le-Sec;44201.0;Noisy-le-Sec;0.0;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;TRAM 1;0;0;A01191;C01389;TRAM 1;1;TRAM 1;RATP;1.0;0.0;660432.5846000016;6866347.3039;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Noisy-le-Sec
48.8010776104959, 2.1709674010790323;"{""coordinates"": [2.170967401079032, 48.8010776104959], ""type"": ""Point""}";1199.0;Viroflay Rive Gauche;Viroflay Rive Gauche;;;63923.0;Viroflay Rive Gauche;462388.0;Viroflay Rive Gauche;0.0;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A02149;C01794;TRAM 6;6;TRAM 6;RATP;1.0;0.0;639107.0764999986;6855986.2918;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697;Viroflay Rive Gauche
48.89212336291175, 2.237213536457713;"{""coordinates"": [2.237213536457713, 48.89212336291175], ""type"": ""Point""}";413.0;La Défense;La Défense;Grande Arche;;71517.0;La Défense (Grande Arche);470549.0;La Défense;0.0;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01192;C01390;TRAM 2;2;TRAM 2;RATP;1.0;0.0;644070.5305000022;6866060.517700002;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886;La Défense
